name,genre,cost,platform,popularity,pegi,year,developer,publisher,region,mode,engine,award,dlc_support,language,metascore,user_score,reviews,rating_source,copies_sold_millions,revenue_millions_usd
Overwatch,Shooter,?,pc,4,RP,2020,Sony,Unknown ,NA,?,Unreal Engine,?,Yes,ES,73.4,?,N/A,IGN,?,$500M
NBA 2K24,Sports,?,pc,10,unknown,2021,Bethesda,Square Enix,EU,Multi ,?,Nominated,Y,FR,53.2,9/10,33141.60137699627,Steam,N/A,N/A
Call of Duty: Modern Warfare,Racing,$41,Mobile,N/A,7+,?,Unknown,Nintendo,Global ,Online,Unity,GOTY ,Yes,EN,66.7,9/10,26825,IGN ,1.5M,$500M
Ghost of Tsushima,Strategy,N/A,Mobile,36,7,1985,Sony,Square Enix,Global,Single ,Unity ,GotY,N,ES,?,9/10,1019,Metacritic ,1.5M,$1B
NBA 2K24,RPG,41.63,pc,412.21502909610376,3,1991,Sony,?,EU,Multi ,Custom Engine,GotY,Y,JP,75.4,9/10,N/A,Metacritic,N/A,6.0
Hades,action,?,Mobile,10,7+,2007,Capcom,EA,EU,Single-player,Custom,Nominated,Maybe,DE,30.4,9/10,34053,?,N/A,$500M
Doom Eternal,Shooter,0,Nintendo Switch,?,18+,2010,Unknown,Bandai Namco,EU,Single ,Unreal Engine,GotY,No,PT,35.3,8.5,?,IGN,30M,N/A
Overwatch,?,?,PlayStation,951.6308901253165,?,2019,nintendo,EA,JP,Single ,CryEngine,GotY,Y,PT,N/A,N/A,3963.533078472814,Metacritic ,30M,$500M
Fortnite,RPG ,0,Xbox,34,16,2014,nintendo,?,NA,?,?,GotY,?,EN,51.1,?,N/A,Metacritic ,?,?
FIFA 23,Shooter,?,Nintendo Switch,393.6006474194742,18,1995,Microsoft,Ubisoft,EU,Online,Unreal Engine,None,Unknown,FR,?,9/10,N/A,Metacritic ,?,1669.8
Final Fantasy VII Remake,Simulation,0,XBOX,?,18,2017,nintendo,Activision,NA,Co-op,Custom,Nominated,No,JP,80/100,9/10,27050,Metacritic,?,?
 ,Adventure,4.66,Switch ,N/A,RP,2015,Bethesda,Unknown ,JP,Multiplayer,Frostbite,None,No,?,80/100,4.2,N/A,Steam,24.52,$1B
Valorant,Simulation,$39,PC,?,?,1992,Square Enix,Sega,NA/EU,Co-op,CryEngine,NONE,Yes,IT,80/100,5.6,N/A,?,1.5M,?
Red Dead Redemption 2,Adventure,0,Xbox,?,7,1989,EA,Microsoft,Global,?,?,None,Yes,EN,N/A,9/10,21694,Steam,?,$500M
Assassin’s Creed Valhalla,Indie,70.99,PlayStation,277.5563836134198,7,9999,Square Enix,Microsoft,EU,Online,CryEngine,?,?,PT,N/A,N/A,6329,OpenCritic,N/A,N/A
Elden Ring,action,?,Nintendo Switch,40,18+,2003,Capcom,2K,EU,Single ,Unreal Engine,?,N,EN,?,0.8,?,IGN,N/A,$1B
Fortnite,Adventure,N/A,PC,?,7+,2018,Square Enix,Activision,Global ,Multi ,Unreal Engine,None,?,?,N/A,?,N/A,IGN ,N/A,909.7
N/A,Shooter,$39,PlayStation,2,18+,N/A,Square Enix,IndiePub,NA/EU,Single-player,Frostbite,None,Unknown,PT,80/100,?,14967,OpenCritic,?,$500M
 ,?,Free,XBOX,5,7+,1993,Ubisoft ,Activision,NA/EU,?,Unreal Engine,GOTY ,No,DE,80/100,6.6,?,Steam,?,962.1
Valorant,Simulation,0,PS,98,7+,2021,Sony,Sony,EU,Online,Unity,Nominated,Yes,Multiple,?,9/10,18685,Steam,1.5M,?
Dark Souls III,Shooter,$55,PC,450.39416089678355,?,1992,nintendo,Unknown ,Global,Online,Custom,GotY,Maybe,JP,?,?,N/A,Metacritic,?,$1B
God of War,Adventure,?,PS,630.7488296481087,unknown,2006,Microsoft,2K,Global ,Co-op,Unity ,?,N,Multiple,51.6,N/A,27429,IGN,N/A,?
Minecraft,Shooter,N/A,PC,N/A,RP,2009,Nintendo,Unknown ,NA,Single ,Unreal Engine,None,Yes,EN/ES,30.2,N/A,?,?,?,143.6
Super Mario Odyssey,?,6.37,Xbox,N/A,?,1993,nintendo,Nintendo,NA/EU,Online,Unity ,NONE,Yes,IT,N/A,?,?,IGN,N/A,N/A
The Witcher 3: Wild Hunt,Unknown,Free,XBOX,333.3600270861321,16,1991,Square Enix,Unknown ,EU,Online,CryEngine,GotY,Unknown,EN/ES,N/A,?,?,Metacritic ,?,N/A
Sekiro: Shadows Die Twice,Action,Free,Xbox,?,16,2000,EA,EA,NA/EU,Single ,CryEngine,?,Yes,PT,30.5,1.7,?,IGN ,?,$500M
Cyberpunk 2077,Sports,7.31,PS,74,RP,1988,Sony,?,EU,Co-op,?,?,Yes,JP,43.4,N/A,N/A,Steam,N/A,?
Sekiro: Shadows Die Twice,Indie,0,PC,40,16,2017,nintendo,Nintendo,NA/EU,Single-player,?,NONE,No,EN/ES,80/100,9/10,?,Metacritic,12.15,$500M
Resident Evil 4,Puzzle,54.37,XBOX,668.9916462226776,RP,2004,Microsoft,Unknown ,NA,Single-player,Unity ,GOTY ,Yes,JP,?,9/10,13907,?,?,$1B
Doom Eternal,Strategy,?,Nintendo Switch,156.3331685357139,7+,2008,Activision,IndiePub,Global ,Single ,Custom Engine,GotY,No,FR,N/A,9/10,?,IGN,30M,$1B
Animal Crossing: New Horizons,Puzzle,67.38,PlayStation,793.0667664131971,16,2016,Bethesda,Microsoft,?,Multi ,Unity ,NONE,Maybe,EN/ES,N/A,N/A,14536,OpenCritic,1.5M,?
League of Legends,Action,N/A,PS,N/A,16,2014,Ubisoft,Unknown ,NA/EU,Online,?,Nominated,Yes,DE,34.8,N/A,?,?,24.05,N/A
Assassin’s Creed Valhalla,action,0,Switch ,?,16,2018,Activision,Microsoft,Global ,?,Unity,Nominated,N,FR,46.0,6.0,N/A,Steam,N/A,N/A
Cyberpunk 2077,Shooter,Free,Nintendo Switch,687.059685178719,?,1991,Ubisoft ,Sony,JP,Online,Custom Engine,?,Y,?,N/A,9/10,13106,Metacritic,30M,$500M
Assassin’s Creed Valhalla,Racing,N/A,PS,?,12,1995,Unknown,Nintendo,Global,Single-player,Custom,GOTY ,?,IT,N/A,5.0,67624.96960152799,OpenCritic,26.96,?
Animal Crossing: New Horizons,Adventure,Free,Nintendo Switch,N/A,18+,2013,Rockstar,Unknown ,EU,Multi ,Unity,Indie Award,N,FR,?,N/A,?,OpenCritic,N/A,996.5
Horizon Zero Dawn,RPG,0,PC,?,12,N/A,Ubisoft ,?,NA/EU,Co-op,?,None,Yes,Multiple,41.8,?,7838,Metacritic,N/A,$500M
Resident Evil 4,Strategy,Free,PC,?,RP,2001,CapCom,Sony,JP,Single ,Unity ,?,No,EN/ES,80/100,?,?,Metacritic,N/A,$500M
Resident Evil 4,RPG ,N/A,pc,70,18+,2002,Ubisoft,Unknown ,NA/EU,Co-op,Custom Engine,?,Maybe,JP,80/100,9/10,30130.214047798054,Steam,4.87,N/A
Game Prototype,RPG ,?,PlayStation,94,3,2021,CapCom,Square Enix,Global ,Online,Unity,GotY,No,EN/ES,80.2,0.0,7204.271838161036,IGN,30M,871.3
Horizon Zero Dawn,Unknown,98.37,Switch ,506.43731335953356,7+,2003,Sony,IndiePub,?,Multi ,Unreal Engine,None,Unknown,ES,?,N/A,N/A,Metacritic,4.89,$500M
Persona 5 Royal,Sports,$59,PS,9,3,1996,EA,Sony,Global ,?,Frostbite,Indie Award,Y,IT,89.5,9/10,20006.311540746792,Steam,31.93,?
The Witcher 3: Wild Hunt,Sports,Free,pc,591.3784407991674,7,2021,Rockstar,EA,Global ,Single-player,Frostbite,None,Unknown,?,N/A,N/A,95571.69713772446,OpenCritic,N/A,$1B
The Legend of Zelda: Breath of the Wild,action,Free,Nintendo Switch,N/A,unknown,1999,Sony,IndiePub,Global ,Multiplayer,Custom Engine,NONE,?,ES,N/A,?,?,Metacritic ,40.49,$500M
Overwatch,Action,$49,Xbox,?,7+,1986,Activision,Nintendo,NA/EU,Multiplayer,Custom Engine,GotY,No,IT,?,N/A,22342.870637072498,IGN,N/A,$1B
FIFA 23,action,107.37,Mobile,37.102911591778586,unknown,2003,Microsoft,?,?,Multiplayer,CryEngine,None,N,EN/ES,61.7,?,25673,Steam,1.5M,1524.5
Halo Infinite,Simulation,N/A,PlayStation,90,12,1987,Bethesda,EA,EU,Single-player,Unity,GotY,Unknown,ES,75.6,9/10,N/A,IGN ,?,?
Apex Legends,Shooter,17.17,PC,291.34924915407487,12,2015,Ubisoft,Ubisoft,Global,Multiplayer,CryEngine,GotY,Y,EN/ES,?,N/A,19934.06943032329,Metacritic ,5.23,$500M
Super Mario Odyssey,Strategy,Free,Xbox,?,unknown,1995,Ubisoft,Sega,JP,Multiplayer,Custom,None,?,?,80/100,N/A,?,Steam,1.5M,?
Elden Ring,Indie,84.72,PlayStation,N/A,unknown,2011,Microsoft,2K,Global ,Single-player,Custom,Indie Award,Y,EN,N/A,?,?,?,30M,N/A
The Witcher 3: Wild Hunt,Simulation,Free,XBOX,N/A,?,N/A,CapCom,2K,Global ,Online,Unity,Nominated,Maybe,Multiple,N/A,9/10,N/A,OpenCritic,?,$500M
Assassin’s Creed Valhalla,Action,0,XBOX,?,12,2023,Capcom,?,JP,?,Unity,Nominated,No,IT,94.1,N/A,46929,Metacritic,1.5M,?
Halo Infinite,Simulation,$65,Nintendo Switch,63,12,N/A,Activision,Activision,?,Co-op,?,Nominated,Y,PT,?,7.1,?,IGN ,N/A,$500M
Final Fantasy VII Remake,action,Free,PC,775.1619609588038,?,1987,Ubisoft,IndiePub,NA/EU,Co-op,CryEngine,GOTY ,Y,CN,?,7.4,?,Metacritic ,?,1752.6
Apex Legends,Simulation,Free,Xbox,N/A,unknown,1989,nintendo,Activision,Global,Single-player,?,?,N,JP,32.1,N/A,N/A,OpenCritic,N/A,?
Unknown Game,Sports,0,Switch ,483.3569930917923,RP,2009,EA,Activision,JP,Multiplayer,Frostbite,Indie Award,Maybe,ES,?,?,5438,Metacritic ,46.01,?
The Sims 4,Strategy,$21,PS,N/A,7,2002,Ubisoft,EA,JP,Single ,CryEngine,Nominated,Unknown,EN,N/A,N/A,N/A,?,49.84,$1B
Valorant,RPG ,0,Xbox,N/A,7,1986,EA,Square Enix,NA/EU,Multi ,CryEngine,Indie Award,Y,EN/ES,43.6,9/10,53492.62838364135,Metacritic ,30M,N/A
Untitled Project,Shooter,?,Xbox,732.8555447019593,RP,2020,Capcom,Unknown ,EU,Co-op,Custom Engine,None,Yes,JP,80/100,9/10,11474,IGN,1.5M,$500M
Halo Infinite,Adventure,98.56,Nintendo Switch,14,12,2022,Sony,Sony,Global ,Co-op,?,Nominated,Maybe,PT,N/A,9/10,56466.24743405753,OpenCritic,24.76,?
Fortnite,Shooter,96.34,PC,N/A,unknown,2015,Sony,Activision,EU,Online,Frostbite,GOTY ,No,EN,N/A,?,6456.092263348334,Metacritic,?,$1B
Resident Evil 4,Action,0,Mobile,N/A,12,2020,Unknown,Nintendo,?,Co-op,Unity ,GotY,Unknown,CN,89.9,N/A,N/A,OpenCritic,?,?
NBA 2K24,Simulation,N/A,Switch ,794.3608774435279,?,1993,Rockstar,Bandai Namco,JP,?,Custom,None,Maybe,PT,80/100,?,N/A,Steam,?,1710.0
Final Fantasy VII Remake,Racing,?,PlayStation,?,16,1996,Capcom,Unknown ,NA,Multi ,Custom Engine,None,Y,EN,N/A,N/A,N/A,Steam,30M,N/A
 ,Simulation,0,Mobile,80,unknown,1999,Sony,IndiePub,Global,Multi ,Unreal Engine,Nominated,Yes,FR,N/A,N/A,16082,Metacritic ,1.5M,?
Overwatch,Adventure,63.96,Mobile,N/A,7,1996,Square Enix,Nintendo,NA,Online,Unity,Indie Award,?,IT,N/A,6.4,1813.4252552044484,IGN ,1.5M,1545.1
Doom Eternal,Indie,$23,PlayStation,358.4825615875511,12,2012,Bethesda,Sony,Global,Online,Unity,GotY,N,Multiple,N/A,?,N/A,Steam,30M,?
FIFA 23,Indie,0,Xbox,211.97200193521192,16,2009,EA,?,EU,Single-player,?,Nominated,Y,PT,90.4,0.3,90033.20237387685,Metacritic,12.29,?
Hades,?,?,pc,?,3,2006,Sony,Sega,EU,Multiplayer,Unity ,GotY,?,IT,?,?,N/A,IGN ,10.68,$1B
Animal Crossing: New Horizons,RPG,Free,Nintendo Switch,?,16,1999,Square Enix,Bandai Namco,Global,Co-op,Custom Engine,?,Unknown,IT,94.2,9/10,22670,IGN ,30M,430.5
League of Legends,Puzzle,?,Switch ,58,18,1989,EA,Sony,EU,Single-player,?,Indie Award,No,CN,N/A,6.8,N/A,IGN,1.5M,48.0
Red Dead Redemption 2,Racing,103.34,pc,34,?,1992,Rockstar,Sega,NA,Multiplayer,Unreal Engine,GOTY ,Yes,CN,?,9/10,?,?,1.5M,$1B
Valorant,RPG ,N/A,XBOX,N/A,RP,1991,Activision,Microsoft,JP,Online,Unreal Engine,NONE,N,CN,80/100,9/10,?,IGN ,30M,1606.0
The Sims 4,RPG,0,PlayStation,20,18+,1999,Activision,Ubisoft,Global,Multiplayer,Unreal Engine,NONE,Yes,DE,65.0,N/A,77716.87522695547,Metacritic,30M,$1B
Sekiro: Shadows Die Twice,Unknown,$37,PS,?,18+,N/A,Rockstar,Sega,JP,Online,Frostbite,NONE,Y,Multiple,80/100,N/A,?,IGN ,N/A,$500M
Horizon Zero Dawn,Shooter,?,pc,?,3,1994,Activision,Unknown ,NA,Co-op,?,GotY,?,CN,87.5,?,N/A,?,1.5M,$1B
Super Mario Odyssey,?,?,PS,?,7+,1986,CapCom,Square Enix,Global,Single ,Custom,GotY,Yes,EN/ES,N/A,9/10,83195.16363692729,Metacritic,?,1564.5
Halo Infinite,RPG,N/A,Mobile,N/A,18+,1998,Nintendo,2K,EU,Single ,CryEngine,NONE,N,IT,80/100,9/10,?,IGN ,32.08,N/A
Unknown Game,Simulation,Free,XBOX,N/A,?,2009,nintendo,Sega,NA/EU,Multi ,?,NONE,Y,IT,?,N/A,18363.384788431682,Steam,0.45,541.4
Grand Theft Auto V,Racing,$61,Nintendo Switch,?,18+,?,Unknown,2K,EU,?,Unity ,Nominated,Yes,?,41.8,9/10,50619.55119582753,OpenCritic,?,$500M
Dark Souls III,Simulation,N/A,Switch ,92,7+,2024,Ubisoft ,Activision,NA,Co-op,Unity,Nominated,?,PT,N/A,9/10,?,?,?,$500M
Cyberpunk 2077,action,69.89,PC,83,7,1987,Bethesda,Microsoft,?,Online,CryEngine,NONE,Y,Multiple,20.5,?,N/A,IGN ,1.5M,?
Final Fantasy VII Remake,Shooter,Free,PS,347.86733049807737,RP,2022,Bethesda,Ubisoft,JP,Online,?,GotY,N,PT,98.7,9.2,?,IGN,33.27,1394.1
Resident Evil 4,Adventure,0,pc,117.76300819710362,18+,2023,Activision,2K,NA/EU,Co-op,?,Nominated,Maybe,CN,47.8,?,?,?,?,1327.7
Grand Theft Auto V,?,0,Switch ,153.6752393730515,?,1989,Microsoft,IndiePub,JP,Single-player,CryEngine,NONE,?,PT,80/100,?,N/A,OpenCritic,30M,$1B
N/A,Action,Free,Xbox,?,unknown,2007,Square Enix,IndiePub,Global,Multi ,Unity ,Indie Award,?,DE,85.6,5.8,N/A,Metacritic ,?,?
Doom Eternal,Unknown,Free,PS,87.27166415135035,16,2019,Capcom,Sega,Global,Single-player,?,GotY,?,JP,?,N/A,N/A,Metacritic,1.5M,?
Sekiro: Shadows Die Twice,Strategy,N/A,pc,89,18,1996,Ubisoft ,Square Enix,?,Multi ,Unity,GOTY ,Unknown,Multiple,53.1,0.3,90272.13358898787,IGN ,1.5M,$1B
Elden Ring,RPG ,$37,Nintendo Switch,?,18,2013,CapCom,IndiePub,JP,Multi ,Custom,None,Y,?,74.1,?,43645,OpenCritic,9.09,649.1
Horizon Zero Dawn,Sports,0,Nintendo Switch,44,RP,1998,Bethesda,Nintendo,Global,?,CryEngine,Nominated,Unknown,EN,?,9/10,61019.20980672469,?,?,313.1
Unknown Game,action,?,Mobile,?,18+,2012,Rockstar,Sega,JP,Single-player,?,NONE,?,IT,N/A,6.1,?,Steam,30M,N/A
Game Prototype,Sports,N/A,Switch ,39,RP,2010,nintendo,?,NA,Single-player,Custom Engine,NONE,Y,IT,N/A,8.5,39598,OpenCritic,44.82,N/A
Game Prototype,RPG ,?,Xbox,?,12,1999,Microsoft,Bandai Namco,NA/EU,?,Custom Engine,?,Maybe,PT,?,9/10,?,IGN ,N/A,?
Halo Infinite,Shooter,17.5,Switch ,8,RP,1998,Rockstar,Bandai Namco,Global,Online,?,GotY,Maybe,FR,87.2,9/10,N/A,?,?,?
Final Fantasy VII Remake,Simulation,?,PS,56,12,1992,Bethesda,Sony,Global ,Multiplayer,Unity,None,Maybe,EN,86.9,1.1,?,IGN,30M,$500M
Apex Legends,Adventure,0,XBOX,854.4598842309019,3,2013,Bethesda,EA,Global,?,Unity ,NONE,N,JP,?,?,?,IGN ,30M,N/A
Fortnite,Action,0,PS,91,3,1999,Sony,Ubisoft,NA/EU,Single-player,Unity,Nominated,Yes,IT,N/A,?,?,Metacritic,1.5M,$500M
FIFA 23,Adventure,$57,PlayStation,302.5365969469784,7,2017,Ubisoft ,Ubisoft,NA,Online,Frostbite,GOTY ,Unknown,JP,?,7.5,?,Metacritic,1.5M,$1B
Unknown Game,RPG,Free,Xbox,148.50787358763162,3,2021,Microsoft,Square Enix,Global ,Co-op,Unity,?,Y,EN/ES,?,N/A,16792,Metacritic ,1.5M,?
Assassin’s Creed Valhalla,Simulation,Free,Switch ,68,unknown,2000,Square Enix,IndiePub,?,Multiplayer,Frostbite,GOTY ,Unknown,FR,?,7.1,?,Steam,9.27,?
Ghost of Tsushima,Action,?,Nintendo Switch,?,12,1992,EA,Square Enix,NA,Multiplayer,Unity ,Nominated,Unknown,?,54.1,6.3,?,Steam,?,$1B
Valorant,Adventure,0,Switch ,N/A,18,2015,Microsoft,Bandai Namco,NA/EU,Multi ,?,?,Y,JP,?,9/10,?,IGN,1.5M,?
Horizon Zero Dawn,?,15.08,Nintendo Switch,86,18,9999,Unknown,Sega,NA,?,Unity ,Indie Award,Yes,DE,?,?,68744.80948253251,Metacritic ,30M,$500M
Call of Duty: Modern Warfare,action,87.07,Nintendo Switch,38,unknown,2017,Microsoft,Nintendo,NA,Multiplayer,CryEngine,None,N,Multiple,80/100,9/10,19862,OpenCritic,30M,$1B
Resident Evil 4,Strategy,0,pc,?,16,2000,Ubisoft,Unknown ,?,Multi ,?,GOTY ,?,?,80/100,N/A,?,Metacritic ,N/A,N/A
Persona 5 Royal,Sports,Free,Nintendo Switch,?,12,2019,Ubisoft ,?,Global,Single ,Unreal Engine,Nominated,Yes,IT,N/A,?,93458.81598567232,?,1.5M,N/A
N/A,?,?,PlayStation,84,RP,1994,Activision,2K,Global,Co-op,Custom,NONE,Unknown,EN,80.2,?,4858,IGN ,30M,?
NBA 2K24,RPG ,22.32,PC,80,RP,2021,Ubisoft ,2K,NA,Single-player,Custom,GotY,?,EN,80/100,?,14138,OpenCritic,?,?
The Legend of Zelda: Breath of the Wild,?,Free,Mobile,?,18+,1992,nintendo,Sony,Global,?,Custom,Indie Award,No,PT,78.7,9.3,22676,OpenCritic,1.5M,$1B
God of War,Puzzle,N/A,Nintendo Switch,803.4350734740717,RP,1990,Ubisoft ,Sega,NA/EU,Online,CryEngine,GotY,Unknown,DE,N/A,8.1,?,IGN,10.25,404.0
Sekiro: Shadows Die Twice,Simulation,113.06,PS,?,3,1997,Activision,EA,?,Online,Unity ,NONE,Yes,Multiple,?,?,60200.949123857725,Metacritic,1.5M,N/A
Hades,RPG ,0,PS,192.87066925238838,?,2020,Nintendo,IndiePub,Global ,Single ,Custom Engine,GOTY ,Yes,DE,?,5.4,?,Steam,?,?
Call of Duty: Modern Warfare,action,N/A,XBOX,355.36371887739637,RP,1999,CapCom,Sega,Global ,Single-player,Unity ,None,Maybe,PT,N/A,9/10,27150,IGN ,N/A,$500M
Call of Duty: Modern Warfare,RPG,100.89,PC,?,unknown,2006,Ubisoft,Sony,NA,Online,Unity,Nominated,Maybe,JP,N/A,9/10,31147.336486629938,Steam,1.5M,$500M
Overwatch,Unknown,0,Switch ,N/A,18,2008,Rockstar,EA,?,Online,CryEngine,None,?,ES,N/A,?,9223,Metacritic,30M,$1B
 ,action,20.87,Mobile,24,7+,2018,Sony,Square Enix,NA/EU,Multi ,Frostbite,NONE,No,JP,23.5,9/10,N/A,Steam,30M,N/A
Cyberpunk 2077,RPG ,0,PS,N/A,18,2002,Square Enix,IndiePub,EU,Online,CryEngine,GotY,N,FR,25.4,N/A,21682,OpenCritic,30M,?
The Sims 4,Sports,$33,PS,N/A,unknown,2003,Rockstar,Activision,Global,Online,Unity,NONE,Maybe,PT,41.2,N/A,76582.96162130017,Metacritic ,?,?
Grand Theft Auto V,Racing,46.38,PS,45,12,2015,Ubisoft,EA,Global ,Co-op,Custom,GotY,N,CN,N/A,9/10,77995.5153680974,OpenCritic,8.77,$500M
Sekiro: Shadows Die Twice,Strategy,Free,PlayStation,?,?,2020,Ubisoft ,Unknown ,NA,Single-player,Frostbite,Nominated,Unknown,Multiple,N/A,3.7,48565,OpenCritic,?,?
The Legend of Zelda: Breath of the Wild,RPG ,Free,PS,N/A,12,2022,Bethesda,Sega,EU,Co-op,Unity ,Indie Award,No,EN/ES,27.6,N/A,9696.399502489206,IGN ,44.43,N/A
Final Fantasy VII Remake,?,$55,pc,N/A,RP,1985,Nintendo,Bandai Namco,EU,Single-player,Unity ,Nominated,?,Multiple,85.1,9/10,98547.96416866966,?,23.6,$1B
FIFA 23,Unknown,Free,pc,?,18,1986,Rockstar,Bandai Namco,NA,Single-player,?,Nominated,Y,?,61.9,9/10,8718,OpenCritic,30M,$500M
Sekiro: Shadows Die Twice,Indie,Free,Switch ,N/A,12,1994,CapCom,Bandai Namco,Global ,Online,Unity,?,No,?,?,?,N/A,Metacritic,N/A,739.8
Untitled Project,action,$30,Xbox,?,3,2003,Rockstar,EA,?,Multiplayer,Custom,None,N,?,N/A,?,5698,OpenCritic,30.88,?
Super Mario Odyssey,Simulation,0,pc,N/A,3,1989,nintendo,Unknown ,Global ,Multiplayer,CryEngine,GotY,Yes,?,72.3,9/10,14731,Steam,34.75,?
Ghost of Tsushima,Racing,N/A,pc,4,16,1993,Square Enix,Microsoft,NA,Multiplayer,Unity,None,Yes,DE,N/A,3.8,73701.97819503502,Metacritic ,?,?
 ,Action,N/A,PC,497.94095645653533,3,2000,Ubisoft,IndiePub,NA,Single ,Unity ,None,?,JP,N/A,9/10,3033,?,1.5M,?
The Legend of Zelda: Breath of the Wild,Sports,0,Mobile,N/A,16,2012,Sony,Unknown ,NA,Multi ,Custom,Nominated,Maybe,?,N/A,6.8,34169,IGN,30M,?
Super Mario Odyssey,Shooter,N/A,PS,765.529634133463,18+,2019,Nintendo,Microsoft,Global ,Co-op,Custom,GotY,Maybe,ES,55.3,?,N/A,Steam,?,489.1
Valorant,action,18.1,pc,15.800621617059418,?,9999,Nintendo,Square Enix,Global ,Single-player,Frostbite,?,Y,JP,N/A,4.5,51566.763500131085,Metacritic,N/A,$500M
Game Prototype,Action,Free,Xbox,?,RP,1996,Square Enix,Sony,EU,?,Custom,?,Yes,DE,80/100,N/A,N/A,OpenCritic,47.92,?
Minecraft,RPG ,$25,XBOX,?,?,2018,Rockstar,Nintendo,EU,Online,Custom,GOTY ,Maybe,DE,93.0,9/10,30839,Metacritic ,1.5M,$1B
Assassin’s Creed Valhalla,Shooter,109.69,PS,353.6380772861311,18+,2015,Bethesda,Unknown ,Global ,Single ,?,?,Maybe,EN,80/100,9/10,N/A,IGN ,1.5M,?
Assassin’s Creed Valhalla,Action,Free,PlayStation,51,unknown,2007,EA,EA,Global,Single-player,Unity,None,No,EN/ES,35.9,9/10,N/A,?,N/A,?
Doom Eternal,Sports,$38,XBOX,N/A,RP,2007,Capcom,EA,Global,Single-player,?,GOTY ,Y,FR,N/A,N/A,N/A,Steam,?,N/A
Call of Duty: Modern Warfare,Adventure,$54,PC,73,?,2022,EA,Sega,?,Multi ,CryEngine,NONE,No,DE,80/100,5.4,N/A,?,N/A,$500M
League of Legends,Indie,?,pc,377.432566206921,unknown,2003,Bethesda,Activision,?,Multiplayer,Custom,Indie Award,Yes,DE,N/A,9/10,N/A,Metacritic ,30M,?
Halo Infinite,Racing,?,Mobile,85,RP,2016,CapCom,Nintendo,Global ,Single ,CryEngine,Indie Award,Yes,Multiple,N/A,?,35913,IGN,?,$500M
Grand Theft Auto V,RPG ,57.19,PC,589.3264786800844,18,1999,Capcom,Bandai Namco,JP,?,?,None,Yes,CN,N/A,9/10,18925.771404004267,Metacritic ,N/A,N/A
Hades,Racing,N/A,Mobile,?,18,?,Bethesda,Sony,Global ,Multi ,Custom,Nominated,Y,IT,50.0,5.6,88549.43197991332,?,1.5M,?
Cyberpunk 2077,Unknown,$32,PS,139.9821092883058,18+,1991,nintendo,EA,NA/EU,Multiplayer,Unity ,?,Y,ES,?,N/A,69640.96714997447,?,30M,?
Grand Theft Auto V,RPG,?,Mobile,496.76342614987226,12,2019,Unknown,Nintendo,NA/EU,Multi ,CryEngine,Nominated,?,?,80/100,?,15419,Metacritic,30M,?
 ,RPG ,111.94,PlayStation,492.0077291684857,unknown,1995,CapCom,Nintendo,Global,Single ,?,Indie Award,No,IT,80/100,?,?,Steam,1.5M,1666.4
Fortnite,Simulation,25.68,Mobile,134.26936723941563,12,2002,CapCom,Square Enix,NA/EU,Online,Unreal Engine,GOTY ,Y,CN,N/A,9/10,2974.6933096523207,?,?,$1B
FIFA 23,RPG,Free,PC,888.3173355959801,unknown,2017,Nintendo,Ubisoft,JP,Multiplayer,Frostbite,NONE,Unknown,EN/ES,89.7,?,?,Metacritic ,11.57,$500M
Minecraft,Adventure,?,Switch ,81,?,2023,Square Enix,Square Enix,NA/EU,Online,Unity ,Indie Award,Y,ES,80/100,8.1,33199.17771698804,Metacritic,1.5M,?
N/A,RPG ,?,Xbox,N/A,12,2008,Capcom,2K,EU,Single ,Custom,?,?,JP,N/A,9/10,?,Metacritic ,?,$1B
Elden Ring,Adventure,58.48,pc,482.4261111280074,7,2003,Ubisoft ,Sega,Global,Single-player,CryEngine,?,?,DE,?,1.1,52359.26256039819,IGN,1.5M,?
Halo Infinite,Indie,N/A,Switch ,65,unknown,2000,Activision,Microsoft,NA/EU,Multi ,Unity ,?,Unknown,Multiple,80/100,6.5,93192.66639662738,OpenCritic,1.5M,$1B
Assassin’s Creed Valhalla,Puzzle,N/A,PlayStation,48,RP,2018,CapCom,Square Enix,JP,Multi ,Unreal Engine,GOTY ,Maybe,DE,?,7.5,?,Metacritic ,N/A,$500M
Grand Theft Auto V,Strategy,N/A,XBOX,N/A,7+,1994,Rockstar,Unknown ,EU,?,Unreal Engine,GotY,Yes,Multiple,88.8,8.1,?,OpenCritic,N/A,N/A
FIFA 23,?,0,Nintendo Switch,571.3016891305684,18,1999,Activision,Sony,Global,Online,Frostbite,GotY,?,CN,80/100,N/A,?,?,30M,?
Assassin’s Creed Valhalla,?,0,Nintendo Switch,?,unknown,2004,Ubisoft,Sega,JP,Co-op,CryEngine,NONE,N,ES,80/100,?,N/A,Steam,?,$1B
Final Fantasy VII Remake,RPG,43.85,Nintendo Switch,?,7,2003,CapCom,2K,JP,Multi ,?,Indie Award,Maybe,DE,?,?,10582.2794885005,Metacritic ,30M,?
Animal Crossing: New Horizons,Indie,Free,XBOX,N/A,?,2012,Capcom,Unknown ,Global,Single ,Unity ,Indie Award,N,Multiple,N/A,N/A,?,Metacritic ,?,$500M
Unknown Game,?,0,PS,90,18+,1985,EA,Sega,?,?,CryEngine,None,?,JP,?,?,N/A,Steam,1.5M,$1B
